session,role,group,label_stability_pct,mean_displacement_m,n_windows,n_windows_rejected,pct_windows_rejected,low_denominator,note
V-vta26,stage0_only,Vta,3.4069131500423984,5.183756593995156,1925,0,0.0,False,
V-vta27,stage0_only,Vta,1.6131071578135976,12.44591235067608,2529,0,0.0,False,
V-vta28,stage0_only,Vta,3.3048242931838554,9.36975898649681,4199,0,0.0,False,
V-vta29,stage0_only,Vta,2.5205452916035704,11.018133204709354,23695,0,0.0,False,
V-vta3,stage0_only,Vta,4.7474893365388535,5.820224712859506,635,0,0.0,False,
V-vta30,stage0_only,Vta,2.801547115919487,6.867119762645395,17125,0,0.0,False,
V-vta4,stage0_only,Vta,2.0378194596024106,11.169705321297,1779,0,0.0,False,
V-vta5,stage0_only,Vta,1.962467115561817,11.783288248995383,296,0,0.0,False,
V-vta6,stage0_only,Vta,1.1214768654646394,18.853318412088083,1365,0,0.0,False,
V-vta7,stage0_only,Vta,2.4587108159029807,17.960937623168164,830,0,0.0,False,
V-vta8,stage0_only,Vta,2.1992272343177017,9.260420722455068,3665,0,0.0,False,
V-vta9,stage0_only,Vta,1.636901382476459,20.00134376482866,145,0,0.0,False,
V-vtb1,stage0_only,Vtb,2.0583698965893027,12.925647971351204,32448,0,0.0,False,
V-vtb10,stage0_only,Vtb,3.439130026731877,11.441152132872658,185,0,0.0,False,
V-vtb11,stage0_only,Vtb,0.6494308540289927,19.372005580866606,350,0,0.0,False,
V-vtb12,stage0_only,Vtb,3.3031722832321098,11.774870414900919,436,0,0.0,False,
V-Vtb13,stage0_only,Vtb,4.054740317693852,7.955812893425237,1234,0,0.0,False,
V-vtb2,stage0_only,Vtb,2.885535234119747,7.618636294049019,5701,0,0.0,False,
V-vtb3,stage0_only,Vtb,7.980897694955802,0.8336525482670221,8230,0,0.0,True,
V-vtb4,stage0_only,Vtb,5.323794773375656,4.3583489299628155,544,0,0.0,False,
V-vtb5,stage0_only,Vtb,1.05278297142484,17.342126598121304,64378,0,0.0,False,
V-vtb6,stage0_only,Vtb,0.9885173220233151,17.631335944531358,488,0,0.0,False,
V-vtb7,stage0_only,Vtb,1.5212375614315672,15.67749390860587,450,0,0.0,False,
V-vtb8,stage0_only,Vtb,0.7079289883442912,19.40128062933154,657,0,0.0,False,
V-vtb9,stage0_only,Vtb,0.8832142606465048,21.472983092624087,442,0,0.0,False,
V-Vw1,stage0_only,Vw,35.0272813615568,0.022644435982845264,20465,0,0.0,True,
V-Vw10,stage0_only,Vw,2.595882897039712,11.352951150934182,641,0,0.0,False,
V-Vw11,stage0_only,Vw,2.1390617694355925,11.892434801818624,4899,0,0.0,False,
V-Vw12,stage0_only,Vw,0.37516798152625735,25.11175966789748,908,0,0.0,False,
V-Vw13,stage0_only,Vw,0.6050005176488643,27.32447854853015,274,0,0.0,False,
V-Vw14a,stage0_only,Vw,0.641463908624158,25.225848531384695,3128,0,0.0,False,
V-Vw14b,stage0_only,Vw,0.6970480133221822,21.022715931415764,19578,0,0.0,False,
V-Vw14c,stage0_only,Vw,2.0959005179914723,10.802868221294872,15815,0,0.0,False,
V-Vw15,stage0_only,Vw,14.860206976726905,0.06594630682992844,1380,0,0.0,True,
V-Vw16a,stage0_only,Vw,1.3460780417607856,14.440823456961374,5868,0,0.0,False,
V-Vw16b,stage0_only,Vw,2.30576540010913,16.76576658806463,1115,0,0.0,False,
V-Vw17,stage0_only,Vw,3.3236639202245724,16.457586305771,319,0,0.0,False,
V-Vw2,stage0_only,Vw,0.939192331629881,18.71487091185337,52701,0,0.0,False,
V-Vw3,stage0_only,Vw,2.259973489942045,12.82914514425559,3850,0,0.0,False,
V-Vw4,stage0_only,Vw,1.2901657548587437,16.962703965156486,126517,0,0.0,False,
V-Vw5,stage0_only,Vw,5.295223164595468,6.594817360971815,1001,0,0.0,False,
V-Vw6,stage0_only,Vw,3.1582065483706736,8.48146716411982,1270,0,0.0,False,
V-Vw7,stage0_only,Vw,5.2296465159191445,7.222685172340509,1591,0,0.0,False,
V-Vw8,stage0_only,Vw,5.164067532081883,6.929616732480169,1519,0,0.0,False,
V-Vw9,stage0_only,Vw,2.930067786565373,7.687713460628804,542,0,0.0,False,
V-Y1,stage0_only,Y,3.1030443662225102,7.931122007670969,76650,8,0.010435962326176003,False,
V-Y2,stage0_only,Y,2.9177597885821784,8.215945554679783,57194,8,0.013985524981643998,False,
S-A5,test,A,3.4951172484423623,15.155221331842903,84998,0,0.0,False,
S-A6,test,A,4.043048959568627,21.33211179308903,84646,0,0.0,False,
S-A7,test,A,3.9402566394215808,23.793215662010805,43784,0,0.0,False,
S-A8,test,A,4.190788060892536,20.517720105539833,66321,0,0.0,False,
S-M,train,M,1.2816416499159695,9.508174228999488,61331,10,0.01630231003733229,False,
S-S1,train,S,1.9087280959965498,7.210817778553561,51650,0,0.0,False,
S-S2,train,S,1.7651952085054738,7.939860573705866,91867,10,0.010884116808341587,False,
S-S3a,train,S,1.2575134757528295,10.357636580838719,24530,0,0.0,False,
S-S3b,train,S,,,0,10,,False,zero mean displacement
S-S3c,train,S,1.1274273905090104,11.680895778728075,37090,0,0.0,False,
S-S4,train,S,1.768047573641344,0.4548234692011703,55704,10,0.017948809993897405,True,
S-Vfa01,train,Vfa,0.7782108719080769,16.29498310906356,11400,0,0.0,False,
S-Vfa02,train,Vfa,0.25422114580220806,24.1407340471628,67466,0,0.0,False,
S-Vta10,train,Vta,0.6897245594773923,24.9202025773697,1430,0,0.0,False,
S-Vta11,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta12,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta13,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta14,train,Vta,0.3898007612744788,18.793296331337135,2869,0,0.0,False,
S-Vta15,train,Vta,0.45283077021418594,20.487165446808884,776,0,0.0,False,
S-Vta16,train,Vta,0.8959921366704136,11.973153764743811,11258,0,0.0,False,
S-Vta17,train,Vta,1.8678562037275845,8.992280647993764,4440,0,0.0,False,
S-Vta19,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta1a,train,Vta,2.0407936677478715,15.778133424401396,25661,0,0.0,False,
S-Vta1b,train,Vta,3.6939783388677943,13.204263235250501,940,0,0.0,False,
S-Vta2,train,Vta,3.0089155168973574,10.101104336489684,10951,0,0.0,False,
S-Vta20,train,Vta,3.3126547775358377,2.015388772132449,3186,0,0.0,False,
S-Vta21,train,Vta,2.39755365221741,14.627051002324853,2030,2,0.0984251968503937,False,
S-Vta22,train,Vta,1.2081433822736567,10.85454294646016,1475,0,0.0,False,
S-Vta23,train,Vta,1.2200372929076786,9.895979779202515,1052,0,0.0,False,
S-Vta24,train,Vta,3.031394817992201,6.901673542526127,974,0,0.0,False,
S-Vta25,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta26,train,Vta,2.027010356245036,5.183555702542647,1903,0,0.0,False,
S-Vta27,train,Vta,0.7789478589800618,11.034097114206034,2466,0,0.0,False,
S-Vta28,train,Vta,1.9743434685864778,9.710883442535025,3984,0,0.0,False,
S-Vta29,train,Vta,1.3519862559291251,10.795659874670548,23641,0,0.0,False,
S-Vta3,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta30,train,Vta,1.623990754013375,6.936212659023217,17122,0,0.0,False,
S-Vta4,train,Vta,0.7245363377776665,11.151745105249262,1770,0,0.0,False,
S-Vta5,train,Vta,,,0,0,,False,no usable GPS labels
S-Vta6,train,Vta,0.7133678134178812,18.94777826580126,1324,0,0.0,False,
S-Vta7,train,Vta,1.96313817822533,18.123571641678375,792,0,0.0,False,
S-Vta8,train,Vta,1.228583413455378,9.147547214547696,3591,0,0.0,False,
S-Vta9,train,Vta,,,0,0,,False,no usable GPS labels
S-Vtb1,train,Vtb,0.8666317243495449,12.12962026861334,32349,24,0.07413585395236771,False,
S-Vtb10,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb11,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb12,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb2,train,Vtb,1.3389691388166496,7.599116070249168,5619,0,0.0,False,
S-Vtb3,train,Vtb,1.0490650672250947,1.8941702819941812,8177,0,0.0,True,
S-Vtb4,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb5,train,Vtb,0.5661401899863995,17.224660074380324,64354,0,0.0,False,
S-Vtb6,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb7,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb8,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vtb9,train,Vtb,,,0,0,,False,no usable GPS labels
S-Vw1,train,Vw,,,0,0,,False,no usable GPS labels
S-Vw10,train,Vw,,,0,0,,False,no usable GPS labels
S-Vw11,train,Vw,1.5485280584884669,11.643760206736284,4815,0,0.0,False,
S-Vw12,train,Vw,0.627440554395082,26.161138762406814,849,0,0.0,False,
S-Vw13,train,Vw,,,0,0,,False,no usable GPS labels
S-Vw14a,train,Vw,0.4713032756014171,25.142601965670757,3058,32,1.035598705501618,False,
S-Vw14b,train,Vw,0.3723851924834167,21.048040267850194,19571,0,0.0,False,
S-Vw14c,train,Vw,1.2330561067931782,10.892318605714607,15600,0,0.0,False,
S-Vw15,train,Vw,,,0,0,,False,no usable GPS labels
S-Vw16a,train,Vw,0.8263118538512272,14.043299171961047,5833,0,0.0,False,
S-Vw16b,train,Vw,0.9452162257126109,16.78819398972983,1071,0,0.0,False,
S-Vw17,train,Vw,,,0,0,,False,no usable GPS labels
S-Vw2,train,Vw,0.5260025868530565,18.663044041353736,52652,0,0.0,False,
S-Vw3,train,Vw,1.4411699781154381,13.210806784692059,3651,0,0.0,False,
S-Vw4,train,Vw,0.7807666577986268,16.84128320555111,126479,0,0.0,False,
S-Vw5,train,Vw,1.90323053503278,6.619031563727931,951,0,0.0,False,
S-Vw6,train,Vw,0.9145018867672292,8.459731518613596,1242,0,0.0,False,
S-Vw7,train,Vw,2.2881015646740193,6.653455065862279,1520,0,0.0,False,
S-Vw8,train,Vw,2.195769537183197,6.694988875765835,1430,0,0.0,False,
S-Vw9,train,Vw,,,0,0,,False,no usable GPS labels
S-T1,validate,T,2.755784090407395,32.834182614636404,4394,2928,39.98907402349085,False,
S-T10,validate,T,0.9095415506580306,9.839583973080856,6665,0,0.0,False,
S-T11,validate,T,2.8541479109240937,4.174563740735693,5478,0,0.0,False,
S-T2,validate,T,0.22707387522847908,26.705489449204205,75457,0,0.0,False,
S-T3,validate,T,0.40578674171817464,23.385006762535326,64603,18,0.02785472214914656,False,
S-T4,validate,T,3.857265804566952,30.302239497812177,29578,6101,17.099694498164187,False,
S-T5,validate,T,2.4258114707994185,41.43118821346856,12611,7673,37.827844606586474,False,
S-T6,validate,T,3.968496775242405,34.986561655821816,9837,15179,60.67716661336745,False,
S-T7,validate,T,0.24699130139117623,24.36903965916644,101431,0,0.0,False,
S-T8,validate,T,0.34082185323621905,25.874928455653944,48314,0,0.0,False,
S-T9,validate,T,0.2961153688586873,25.728579499697393,79890,0,0.0,False,
