session,role,group,country_expected,bbox_pass,start_lat,start_lon,end_lat,end_lon,path_km,sweep_distance_km,distance_rel_err,distance_pass,n_jumps,max_jump_m,jump_pass,end_to_start_m,loop_pass,note
V-Vfa01,stage0_only,Vfa,UK,True,52.5589784,-1.4832005,52.7098299,-1.5034811,18.775737711463673,18.775737711463673,0.0,True,0,2.7376266052472746,True,16829.47113482875,,
V-Vfa02,stage0_only,Vfa,UK,True,52.7098426,-1.503177,53.7921429,-1.7665322,163.1069547155407,163.1069547155407,0.0,True,32,139.0792325937894,False,121583.16919315666,,
V-Vfb01a,stage0_only,Vfb,UK,True,53.79207320000001,-1.7665349,53.7684721,-1.7491678,6.795624327199385,6.795624327199385,0.0,True,3,175.05449000699377,False,2861.7919379429086,,
V-Vfb01b,stage0_only,Vfb,UK,True,53.7684562,-1.7491562,53.7402147,-1.7229518,4.067109189662737,4.067109189662737,0.0,True,0,2.376612716570554,True,3582.110607652426,,
V-Vfb01c,stage0_only,Vfb,UK,True,53.7402274,-1.7229367000000002,53.7332028,-1.5822718,10.631427035416275,10.631427035416277,1.6708545649447677e-16,True,0,2.911581777162578,True,9285.415591240282,,
V-Vfb01d,stage0_only,Vfb,UK,True,53.7332039,-1.5822656,53.7217433,-1.5430456,3.386072997799809,3.386072997799809,0.0,True,0,1.5548617364886959,True,2877.9924999599943,,
V-Vfb02a,stage0_only,Vfb,UK,True,53.7218738,-1.5428512,52.9909387,-1.2329651,96.36470246524007,96.36470246524009,1.4746950233492425e-16,True,0,3.691504234559662,True,83881.13482788649,,
V-Vfb02b,stage0_only,Vfb,UK,True,52.9909321,-1.232969,52.9972472,-1.2002732000000005,7.67221209811358,7.67221209811358,0.0,True,0,2.3440841315598235,True,2298.0180931930695,,
V-Vfb02c,stage0_only,Vfb,UK,True,52.9972509,-1.2002942,52.9992135,-1.2041665,0.5346384491131819,0.5346384491131819,0.0,True,0,1.4515263868264519,True,338.785222448522,,
V-Vfb02d,stage0_only,Vfb,UK,True,52.9992211,-1.2041752,53.0041653,-1.2117975,0.8360814700819255,0.8360814700819255,0.0,True,0,1.607641797923845,True,749.9155336923044,,
V-Vfb02e,stage0_only,Vfb,UK,True,53.0041569,-1.2118056,52.9918423,-1.2211588000000004,1.5168804973100731,1.5168804973100731,0.0,True,0,2.06113796095267,True,1505.6376954288664,,
V-Vfb02f,stage0_only,Vfb,UK,True,52.9918338,-1.2211732,52.9903918,-1.2256654,0.47213835097858503,0.472138350978585,1.1757390840248788e-16,True,0,1.3728608906314645,True,340.76094467721083,,
V-Vfb02g,stage0_only,Vfb,UK,True,52.9903925,-1.2256857999999995,52.5548896,-1.4629636,63.456049415460384,63.456049415460384,0.0,True,0,3.319105760724579,True,51013.53895111382,,
V-vta10,stage0_only,Vta,UK,True,52.88176740000001,-1.7174155000000002,52.8909042,-1.767002,3.741445836512865,3.741445836512865,0.0,True,0,3.2610804734366665,True,3478.3277139472066,,
V-vta11,stage0_only,Vta,UK,True,52.892154,-1.7710478,52.8946472,-1.7730389999999998,0.7140812007612394,0.7140812007612394,0.0,True,0,2.707495027203974,True,307.7320847393163,,
V-vta12,stage0_only,Vta,UK,True,52.8958062,-1.7704992,52.90527039999999,-1.7661359,1.1244532168715349,1.1244532168715349,0.0,True,0,2.3916314889536676,True,1092.2981730404802,,
V-vta13,stage0_only,Vta,UK,True,52.9073546,-1.7648318,52.9155214,-1.7605365,0.9777713173423564,0.9777713173423564,0.0,True,0,2.8750339476754263,True,952.6808801501562,,
V-vta14,stage0_only,Vta,UK,True,52.9164217,-1.7604872,52.9639178,-1.7574937,5.4278809411172695,5.4278809411172695,0.0,True,0,2.5355632640235117,True,5285.129444097281,,
V-vta15,stage0_only,Vta,UK,True,52.965426099999995,-1.7569492,52.979204900000006,-1.7506647999999998,1.652871986965282,1.652871986965282,0.0,True,0,2.2273583445829193,True,1588.8544355416575,,
V-vta16,stage0_only,Vta,UK,True,52.9800935,-1.750112,53.0526879,-1.7740729,13.659520198350673,13.659520198350672,1.300453320179385e-16,True,0,4.142392868486771,True,8229.458919035198,,
V-vta17,stage0_only,Vta,UK,True,53.0526814,-1.7761166000000002,53.0435311,-1.8058336,4.096200519472897,4.096200519472897,0.0,True,0,1.5691049764244895,True,2232.016332735714,,
V-Vta18,stage0_only,Vta,UK,True,53.0436164,-1.8068093999999997,53.0435613,-1.8087332,0.13015365714825367,0.1301536571482536,4.265047363826816e-16,True,0,1.4270254172134285,True,128.75427496712743,True,
V-vta19,stage0_only,Vta,UK,True,53.043282,-1.8099105,53.0424444,-1.81308,0.2339094203022145,0.2339094203022145,0.0,True,0,1.5305924183449469,True,231.4563894045494,False,
V-Vta1a,stage0_only,Vta,UK,True,52.5618279,-1.45523,52.7491714,-1.6741095,40.66778248851227,40.66778248851227,0.0,True,0,2.8799486005657573,True,25514.55072233646,,
V-Vta1b,stage0_only,Vta,UK,True,52.7492397,-1.6741376,52.7598923,-1.6786892,1.2565259096697772,1.2565259096697772,0.0,True,0,2.16129861415182,True,1223.4715392410649,,
V-vta2,stage0_only,Vta,UK,True,52.7604151,-1.6792928,52.8134075,-1.6387220999999998,11.045276775143472,11.045276775143472,0.0,True,0,2.2708418177595515,True,6492.770506824002,,
V-vta20,stage0_only,Vta,UK,True,53.0424515,-1.8130638,53.0405016,-1.8174852,0.38798775278509495,0.3879877527850949,1.4307449354465904e-16,True,0,1.2467988864330557,True,366.58981648054487,,
V-vta21,stage0_only,Vta,UK,True,53.040531099999995,-1.817357,53.051261999999994,-1.8005524,2.7526800852185396,2.7526800852185396,0.0,True,0,2.0918992647096735,True,1638.710881195729,,
V-vta22,stage0_only,Vta,UK,True,53.0515124,-1.7996905,53.0513832,-1.7827442,1.6565672020945368,1.6565672020945368,0.0,True,0,1.562695276624097,True,1132.7667197765365,,
V-vta23,stage0_only,Vta,UK,True,53.0515268,-1.7817706000000002,53.050368899999995,-1.7679484,1.0853191063694674,1.0853191063694674,0.0,True,0,1.4321499733960807,True,932.8136314712305,,
V-vta24,stage0_only,Vta,UK,True,53.0504521,-1.7672031,53.051155099999995,-1.7582097999999995,0.6924544077164583,0.6924544077164583,0.0,True,0,1.5707581549950178,True,606.1687908980612,,
V-vta25,stage0_only,Vta,UK,True,53.0512539,-1.7581713,53.0511747,-1.7571101,0.15866564748348316,0.1586656474834831,3.498624441502781e-16,True,0,1.3471533903927637,True,71.47463026439286,True,
V-vta26,stage0_only,Vta,UK,True,53.051219999999994,-1.7578610000000003,53.0599424,-1.7591566,1.0043341079941974,1.0043341079941974,0.0,True,0,1.5508167751668174,True,973.7433389592263,,
V-vta27,stage0_only,Vta,UK,True,53.0603827,-1.7592351000000002,53.0869688,-1.7657960999999998,3.146437289890055,3.146437289890055,0.0,True,0,1.8044737250786562,True,2988.535405739617,,
V-vta28,stage0_only,Vta,UK,True,53.0870987,-1.7658207,53.0893573,-1.7936385,3.92843173174172,3.92843173174172,0.0,True,0,1.8584244119650628,True,1874.5778435376208,,
V-vta29,stage0_only,Vta,UK,True,53.0893228,-1.7936523,53.221340000000005,-1.8724766,26.069495041043094,26.069495041043098,1.3627857667389439e-16,True,0,2.8378275239854243,True,15589.443290972207,,
V-vta3,stage0_only,Vta,UK,True,52.8133925,-1.6387913,52.8135866,-1.6378498999999995,0.37462279823637873,0.3746227982363787,1.4817878541452653e-16,True,0,1.277193887645156,True,66.84900389567345,True,
V-vta30,stage0_only,Vta,UK,True,53.2225445,-1.8725016,53.2506339,-1.9106584,11.74896614265559,11.74896614265559,0.0,True,0,2.779944908811827,True,4024.9104481878294,,
V-vta4,stage0_only,Vta,UK,True,52.8137699,-1.6368041,52.8278828,-1.6510502,1.993332803697504,1.993332803697504,0.0,True,0,1.442364071084005,True,1838.1355225184316,,
V-vta5,stage0_only,Vta,UK,True,52.828763,-1.6517674,52.8317752,-1.653374,0.36110311805464723,0.3611031180546472,1.53726590704368e-16,True,0,1.4264846298756169,True,351.9014477154551,,
V-vta6,stage0_only,Vta,UK,True,52.832482,-1.6535135,52.8487367,-1.6788735,2.588020163162248,2.588020163162248,0.0,True,0,2.888634319908639,True,2483.354276020756,,
V-vta7,stage0_only,Vta,UK,True,52.8499582,-1.6796155999999998,52.862270800000005,-1.6829976000000002,1.505103998168365,1.505103998168365,0.0,True,0,3.1408196797304546,True,1387.796296546208,,
V-vta8,stage0_only,Vta,UK,True,52.8629741,-1.6828150000000002,52.8815867,-1.7049529,3.399961027182085,3.399961027182085,0.0,True,0,2.153236785392665,True,2547.561185752529,,
V-vta9,stage0_only,Vta,UK,True,52.881577,-1.7080875,52.8815372,-1.7126874,0.3087157103783932,0.3087157103783932,0.0,True,0,2.4233095412885763,True,308.69533123166565,,
V-vtb1,stage0_only,Vtb,UK,True,53.2505939,-1.9107393,53.1841831,-1.6466125,41.85068029483663,41.85068029483663,0.0,True,3,5.156199850373936,False,19086.00760209307,,
V-vtb10,stage0_only,Vtb,UK,True,52.55900320000001,-1.4843,52.5581475,-1.4813189,0.22438059789138864,0.2243805978913886,2.473972872562181e-16,True,0,1.6298235521316542,True,222.86012294612885,False,
V-vtb11,stage0_only,Vtb,UK,True,52.5572961,-1.4784122,52.5545369,-1.4691684,0.6962180249014023,0.6962180249014023,0.0,True,0,2.0915763857153467,True,696.1974469253006,,
V-vtb12,stage0_only,Vtb,UK,True,52.5538423,-1.4667861,52.5547059,-1.4601857,0.5271610589044253,0.5271610589044253,0.0,True,0,1.9687033463754382,True,456.4482602831062,,
V-Vtb13,stage0_only,Vtb,UK,True,52.5557398,-1.4589586,52.5617449,-1.4548067,0.9861709332780823,0.9861709332780824,1.1257916727830526e-16,True,0,1.2519277810160618,True,724.3188989954963,,
V-vtb2,stage0_only,Vtb,UK,True,53.1841716,-1.6465021,53.171338500000005,-1.6734037000000002,4.336619238979802,4.336619238979802,0.0,True,0,2.780245373910986,True,2291.5845571919735,,
V-vtb3,stage0_only,Vtb,UK,True,53.171113,-1.6729939,53.170775299999995,-1.6724269,0.6893897796287083,0.6893897796287083,0.0,True,0,1.0351210944663676,True,53.275981557145656,True,
V-vtb4,stage0_only,Vtb,UK,True,53.1710458,-1.6728776,53.1706729,-1.6752496999999995,0.23997532028253937,0.2399753202825393,3.469803759355385e-16,True,0,0.9149516337064639,True,163.456514999754,False,
V-vtb5,stage0_only,Vtb,UK,True,53.170633599999995,-1.6752919999999998,52.5790267,-1.5389757000000002,111.43780982563598,111.43780982563598,0.0,True,0,4.1087703246532765,True,66425.39019710006,,
V-vtb6,stage0_only,Vtb,UK,True,52.5783009,-1.5376289,52.5731438,-1.5278862,0.8734816273912364,0.8734816273912364,0.0,True,0,2.0304121520231746,True,873.1117251526128,,
V-vtb7,stage0_only,Vtb,UK,True,52.5727695,-1.5270629,52.5690665,-1.5185565,0.719984314474207,0.719984314474207,0.0,True,0,1.9158706620089228,True,707.1462470110304,,
V-vtb8,stage0_only,Vtb,UK,True,52.568501399999995,-1.5166419,52.5634336,-1.4994729,1.2900728097358556,1.2900728097358556,0.0,True,0,2.1226639702617693,True,1290.0916842599838,,
V-vtb9,stage0_only,Vtb,UK,True,52.5630667,-1.4982033,52.5592966,-1.4853653999999998,0.9638599020023308,0.9638599020023308,0.0,True,0,2.5512646707961477,True,963.7886098261903,,
V-Vw1,stage0_only,Vw,UK,True,52.5547152,-1.4630626999999998,52.5547084,-1.4630624,0.04630204307672579,0.0463020430767257,1.9481995773127545e-15,True,0,0.013013459092547879,True,0.756397471671688,True,
V-Vw10,stage0_only,Vw,UK,True,52.2018381,-2.2017669,52.2036576,-2.1920334,0.7311219526381676,0.7311219526381676,0.0,True,0,1.6321961420255726,True,693.4737049618154,,
V-Vw11,stage0_only,Vw,UK,True,52.2037057,-2.191803,52.2310356,-2.1403751,5.829328005863828,5.829328005863828,0.0,True,0,2.731122963719152,True,4637.080891561496,,
V-Vw12,stage0_only,Vw,UK,True,52.2332923,-2.1389871,52.2534681,-2.1344429000000003,2.3002978237406166,2.3002978237406166,0.0,True,0,2.711100418532439,True,2264.670875596575,,
V-Vw13,stage0_only,Vw,UK,True,52.2750894,-2.1219935000000003,52.281896999999994,-2.1196186,0.7740377687676347,0.7740377687676347,0.0,True,0,3.1449713022668213,True,774.0186346675775,,
V-Vw14a,stage0_only,Vw,UK,True,52.285962899999994,-2.1196281999999997,52.3485573,-2.0744002000000004,7.90614635785555,7.90614635785555,0.0,True,0,3.0385080085583613,True,7608.004217448793,,
V-Vw14b,stage0_only,Vw,UK,True,52.3488409,-2.0742211,52.5241614,-1.7285568,41.09469630131401,41.09469630131401,0.0,True,0,3.6129913455688443,True,30445.52338300314,,
V-Vw14c,stage0_only,Vw,UK,True,52.5247201,-1.7287454,52.5963061,-1.6089489,17.064770126312535,17.064770126312535,0.0,True,0,2.7839491244761505,True,11350.428294931171,,
V-Vw15,stage0_only,Vw,UK,True,52.5962764,-1.6088959,52.5963123,-1.6089546999999995,0.00913290761716521,0.0091329076171652,1.1396524844178298e-15,True,0,0.03555489665801495,True,5.6310027275740415,True,
V-Vw16a,stage0_only,Vw,UK,True,52.5962764,-1.6089172,52.5633547,-1.499184,8.463384629591118,8.463384629591118,0.0,True,0,2.4784534622799614,True,8271.4378158147,,
V-Vw16b,stage0_only,Vw,UK,True,52.5629684,-1.4978804,52.5556237,-1.4727990999999998,1.8841679109246654,1.8841679109246656,1.1784756742622886e-16,True,0,2.3996479697213466,True,1882.0634532763684,,
V-Vw17,stage0_only,Vw,UK,True,52.5552759,-1.4716621,52.5531489,-1.4645459,0.5362201352992618,0.5362201352992618,0.0,True,0,2.010240122413906,True,536.1115490724785,,
V-Vw2,stage0_only,Vw,UK,True,52.5547098,-1.4630591,52.0256195,-0.7316616,98.43075576576572,98.43075576576572,0.0,True,3,8.76889578704774,False,77235.94350399377,,
V-Vw3,stage0_only,Vw,UK,True,52.0248503,-0.7339073,52.0474457,-0.7557498,4.937687651792363,4.937687651792363,0.0,True,0,2.458948468628485,True,2922.981112057751,,
V-Vw4,stage0_only,Vw,UK,True,52.0474942,-0.7561525,52.207972899999994,-2.185303,214.18511060483277,214.18511060483277,0.0,True,0,3.694309665437281,True,99003.62863312042,,
V-Vw5,stage0_only,Vw,UK,True,52.2085728,-2.1874230000000003,52.2113438,-2.1869161,0.6638055472288263,0.6638055472288263,0.0,True,0,1.0406881389693832,True,310.0507660127728,,
V-Vw6,stage0_only,Vw,UK,True,52.2113431,-2.1868775,52.2110328,-2.1870388000000003,1.0771286867848282,1.0771286867848282,0.0,True,0,1.1359194180866097,True,36.21182157171986,True,
V-Vw7,stage0_only,Vw,UK,True,52.2032574,-2.196309,52.203239100000005,-2.1960868,1.15603999337444,1.15603999337444,0.0,True,0,1.168961573116098,True,15.278419039376951,True,
V-Vw8,stage0_only,Vw,UK,True,52.2031265,-2.1977284000000004,52.2032518,-2.1961866999999997,1.0580060547836527,1.0580060547836527,0.0,True,0,1.284523991572081,True,105.98229784470747,True,
V-Vw9,stage0_only,Vw,UK,True,52.2028035,-2.2002006000000005,52.2015475,-2.2057507000000003,0.41980558743188884,0.4198055874318888,1.3223061553525467e-16,True,0,1.1668462202524599,True,403.19872290655275,,
V-Y1,stage0_only,Y,UK,True,52.4054304,-1.5008119,52.4055687,-1.5003031,60.73718822096806,60.73718822096806,0.0,True,1129,1839.091917027537,False,37.78610948260304,True,
V-Y2,stage0_only,Y,UK,True,52.40716380000001,-1.5244733,52.4056331,-1.5001644000000005,46.95737211718049,46.95737211718049,0.0,True,7,22.93457883303298,False,1657.7886211885784,,
S-A5,test,A,UK,True,51.819317,-2.223346,50.986168,-3.217467,128.61556246128214,128.61556246128214,0.0,True,0,48.437953863683425,True,115865.52942519881,,
S-A6,test,A,UK,True,50.98616,-3.217572,50.465206,-5.027401,180.19169201406802,180.191692014068,1.577304098359044e-16,True,7,1231.8706269054087,False,140589.73720326068,,
S-A7,test,A,UK,True,50.986195,-3.21749,51.65556,-2.432973,104.01597372545973,104.01597372545972,1.3662184957004973e-16,True,2,58.9704447309961,False,92025.5313444427,,
S-A8,test,A,UK,True,51.656784,-2.431433,52.49129,-1.432837,135.8461672868971,135.8461672868971,0.0,True,8,163.07022962531724,False,114810.97143022383,,
S-M,train,M,UK,True,52.402565,-1.503471,52.413296,-1.530721,101.86227464550275,101.86227464550277,1.395104788760911e-16,True,1,226.40610183045794,False,2199.9370358864894,,
S-S1,train,S,UK,True,52.40166,-1.50529,52.403114,-1.55797,37.16240452617585,37.16240452617585,0.0,True,0,164.07217699176852,True,3577.4800385491662,,
S-S2,train,S,UK,True,52.403183,-1.557902,52.555183,-1.459093,73.67158824989538,73.67158824989538,0.0,True,0,260.7518372356307,True,18173.849081831177,,
S-S3a,train,S,UK,True,52.404877,-1.500284,52.37167,-1.254347,25.342695214182733,25.342695214182733,0.0,True,0,236.45835956261155,True,17099.74366079652,,
S-S3b,train,S,UK,True,52.37045,-1.254437,52.37938,-1.261814,3.628717059964004,3.628717059964004,0.0,True,0,103.92555779438992,True,1112.0782788421373,,
S-S3c,train,S,UK,True,52.37938,-1.261814,52.405655,-1.500197,43.23313020160632,43.23313020160632,0.0,True,0,290.80722907255404,True,16432.84287437361,,
S-S4,train,S,UK,True,52.402447,-1.505476,52.40246,-1.505436,91.34717535226082,91.34717535226082,0.0,True,0,267.48850878505846,True,3.074649260322169,True,
S-Vfa01,train,Vfa,UK,True,52.5595,-1.482788,52.709675,-1.5035,18.56277862320319,18.56277862320319,0.0,True,0,239.30860804382496,True,16756.892532923615,,
S-Vfa02,train,Vfa,UK,True,52.709957,-1.503253,53.792336,-1.766477,162.6018540588486,162.6018540588486,0.0,True,0,280.8507786095618,True,121590.59417240205,,
S-Vta10,train,Vta,UK,True,52.881744,-1.71748,52.89024,-1.765211,3.579926058581482,3.579926058581482,0.0,True,0,279.1723643987979,True,3338.6610026419353,,
S-Vta11,train,Vta,UK,True,52.892147,-1.7711,52.89447,-1.774251,0.5724897716605422,0.5724897716605422,0.0,True,0,228.72702224840913,True,333.7690053635596,,
S-Vta12,train,Vta,UK,True,52.895805,-1.77048,52.90393,-1.766186,0.9725568875032052,0.9725568875032052,0.0,True,0,201.97128187820343,True,948.2483711762306,,
S-Vta13,train,Vta,UK,True,52.90566,-1.765884,52.914574,-1.760504,1.0722471557300692,1.0722471557300692,0.0,True,1,242.00058842684345,False,1054.7940312695712,,
S-Vta14,train,Vta,UK,True,52.916435,-1.760474,52.963867,-1.757514,5.407276259886378,5.407276259886378,0.0,True,0,219.40476806141757,True,5277.922244751213,,
S-Vta15,train,Vta,UK,True,52.965443,-1.756931,52.97889,-1.750641,1.6114323251693186,1.6114323251693186,0.0,True,0,192.19166082641198,True,1553.4102413305018,,
S-Vta16,train,Vta,UK,True,52.98011,-1.750089,53.052574,-1.773255,13.473270380554247,13.473270380554249,1.3184303359368764e-16,True,0,226.08661509515872,True,8205.046118171707,,
S-Vta17,train,Vta,UK,True,53.05269,-1.77613,53.04335,-1.804848,3.995065900936278,3.995065900936278,0.0,True,0,133.31291827291528,True,2182.7520845654653,,
S-Vta19,train,Vta,UK,True,53.043278,-1.809921,53.04241,-1.813062,0.23242168837623506,0.232421688376235,2.388380861488218e-16,True,0,114.87726199042305,True,231.10477978671534,False,
S-Vta1a,train,Vta,UK,True,52.56183,-1.455243,52.747284,-1.672476,40.42404209289033,40.42404209289033,0.0,True,0,28.910759585457974,True,25279.407089124856,,
S-Vta1b,train,Vta,UK,True,52.749237,-1.674216,52.75984,-1.678711,1.2544885889398174,1.2544885889398174,0.0,True,0,21.472483838713043,True,1217.180720958284,,
S-Vta2,train,Vta,UK,True,52.7604,-1.679327,52.81343,-1.638739,11.050220212750723,11.050220212750723,0.0,True,1,22.537649214406652,False,6497.052612511247,,
S-Vta20,train,Vta,UK,True,53.04241,-1.813062,53.042046,-1.814101,0.6491355816676749,0.6491355816676749,0.0,True,0,170.86934082783208,True,80.39300879203908,True,
S-Vta21,train,Vta,UK,True,53.040535,-1.817358,53.05154,-1.799703,3.0822338826962397,3.0822338826962397,0.0,True,2,467.13568137088635,False,1699.9814619878455,,
S-Vta22,train,Vta,UK,True,53.05154,-1.799703,53.05137,-1.783206,1.6093555895058385,1.6093555895058385,0.0,True,0,127.32679472811276,True,1102.8071608694192,,
S-Vta23,train,Vta,UK,True,53.051537,-1.781771,53.050575,-1.768223,1.0501764909826372,1.0501764909826372,0.0,True,0,127.31315656719411,True,911.8493099774976,,
S-Vta24,train,Vta,UK,True,53.050465,-1.767187,53.05119,-1.758177,0.6773876439873098,0.6773876439873098,0.0,True,0,130.98579940787894,True,607.5949586415809,,
S-Vta25,train,Vta,UK,True,53.051266,-1.758229,53.051144,-1.756691,0.13265175795008638,0.1326517579500863,6.277091848132011e-16,True,0,83.15752014634808,True,103.69035608635271,True,
S-Vta26,train,Vta,UK,True,53.05122,-1.757876,53.059937,-1.7591,0.9923257289430268,0.9923257289430268,0.0,True,0,134.84872695619742,True,972.7312499426554,,
S-Vta27,train,Vta,UK,True,53.060383,-1.759178,53.083454,-1.76661,2.725438481287023,2.725438481287023,0.0,True,0,155.9847768236781,True,2612.9593751827165,,
S-Vta28,train,Vta,UK,True,53.08707,-1.765907,53.08936,-1.79366,3.8655214763282832,3.8655214763282832,0.0,True,0,162.18720755849668,True,1870.7615184601857,,
S-Vta29,train,Vta,UK,True,53.089325,-1.793641,53.21946,-1.872508,25.48499118228355,25.48499118228355,0.0,True,0,244.88287154760388,True,15393.575688584711,,
S-Vta3,train,Vta,UK,True,52.81347,-1.638823,52.81315,-1.640957,0.15252315106921094,0.1525231510692109,1.819761486768273e-16,True,0,84.68225782343637,True,147.76993599972545,True,
S-Vta30,train,Vta,UK,True,53.223392,-1.87238,53.250626,-1.910612,11.860490407781302,11.860490407781302,0.0,True,1,227.59344926654526,False,3954.7703258670267,,
S-Vta4,train,Vta,UK,True,52.81381,-1.636821,52.827927,-1.651136,1.9800406834778088,1.9800406834778088,0.0,True,0,122.50122530345055,True,1840.9383564472525,,
S-Vta5,train,Vta,UK,True,52.828754,-1.651825,52.831345,-1.653286,0.30909670798749983,0.3090967079874998,1.7959153170114888e-16,True,0,111.57953219627008,True,304.36571072840746,,
S-Vta6,train,Vta,UK,True,52.832485,-1.653545,52.848232,-1.67862,2.5262297952454746,2.526229795245474,1.7579129605939526e-16,True,0,243.0740547275608,True,2429.2814520209063,,
S-Vta7,train,Vta,UK,True,52.84996,-1.679731,52.861904,-1.683053,1.448427164784627,1.448427164784627,0.0,True,0,261.8932260022285,True,1346.7061756718274,,
S-Vta8,train,Vta,UK,True,52.862984,-1.682804,52.881462,-1.703815,3.286277224045774,3.286277224045774,0.0,True,0,190.41065598087167,True,2491.8688475668378,,
S-Vta9,train,Vta,UK,True,52.881527,-1.70811,52.881516,-1.710504,0.16064750418640364,0.1606475041864036,1.7277315172866536e-16,True,0,160.64750418640364,True,160.64750418640364,False,
S-Vtb1,train,Vtb,UK,True,53.250614,-1.910636,53.184223,-1.646664,40.168981250295765,40.168981250295765,0.0,True,1,3986.366109544864,False,19075.629325986323,,
S-Vtb10,train,Vtb,UK,True,52.559357,-1.485308,52.558567,-1.48248,0.21039136769111222,0.2103913676911122,1.3192354762567297e-16,True,1,124.70962827890277,False,210.3916786474938,False,
S-Vtb11,train,Vtb,UK,True,52.557327,-1.478358,52.554585,-1.469055,0.6989424651266102,0.6989424651266102,0.0,True,0,178.89361874147136,True,698.9553826822911,,
S-Vtb12,train,Vtb,UK,True,52.55389,-1.466707,52.554432,-1.461703,0.39981732980888424,0.3998173298088842,1.388412834876182e-16,True,0,157.8808233232449,True,343.63340656211585,,
S-Vtb2,train,Vtb,UK,True,53.18432,-1.646709,53.171593,-1.673828,4.26033035773767,4.26033035773767,0.0,True,0,148.7078826044718,True,2295.640279619947,,
